chrom,tss,chromEnd,strand,gene_name,gene_id,cage_used
12,25801500,25801501,-,IFLTD1,ENSG00000152936,True
12,26111626,26111627,+,RASSF8,ENSG00000123094,True
12,26277968,26277969,-,BHLHE41,ENSG00000123095,True
12,26348501,26348502,+,SSPN,ENSG00000123096,True
12,26986111,26986112,-,ITPR2,ENSG00000123104,True
12,27090931,27090932,-,ASUN,ENSG00000064102,True
12,27091406,27091407,+,FGFR1OP2,ENSG00000111790,True
12,27167287,27167288,-,TM7SF3,ENSG00000064115,True
12,27175497,27175498,+,MED21,ENSG00000152944,True
12,27235447,27235448,-,C12orf71,ENSG00000214700,False
12,27397205,27397206,+,STK38L,ENSG00000211455,True
12,27485800,27485801,+,ARNTL2,ENSG00000029153,True
12,27619743,27619744,+,SMCO2,ENSG00000165935,False
12,27677120,27677121,+,PPFIBP1,ENSG00000110841,True
12,27849381,27849382,+,REP15,ENSG00000174236,True
12,27863753,27863754,+,MRPS35,ENSG00000061794,True
12,27924209,27924210,-,MANSC4,ENSG00000205693,False
12,27932953,27932954,+,KLHL42,ENSG00000087448,False
12,28125665,28125666,-,PTHLH,ENSG00000087494,True
12,28343389,28343390,+,CCDC91,ENSG00000123106,True
12,29302199,29302200,+,FAR2,ENSG00000064763,True
12,29534100,29534101,-,ERGIC2,ENSG00000087502,True
12,29542227,29542228,+,OVCH1-AS1,ENSG00000257599,False
12,29650619,29650620,-,OVCH1,ENSG00000187950,False
12,29936858,29936859,-,TMTC1,ENSG00000133687,True
12,30848814,30848815,-,IPO8,ENSG00000133704,True
12,30907878,30907879,-,CAPRIN2,ENSG00000110888,True
12,31079673,31079674,+,TSPAN11,ENSG00000110900,True
12,31226808,31226809,+,DDX11,ENSG00000013573,True
12,31477250,31477251,+,AC024940.1,ENSG00000177340,False
12,31479084,31479085,-,FAM60A,ENSG00000139146,True
12,31743928,31743929,-,DENND5B,ENSG00000170456,True
12,31812145,31812146,+,METTL20,ENSG00000139160,True
12,31881956,31881957,-,AMN1,ENSG00000151743,True
12,31945231,31945232,-,H3F3C,ENSG00000188375,True
12,32112304,32112305,+,KIAA1551,ENSG00000174718,False
12,32259745,32259746,+,BICD1,ENSG00000151746,True
12,32638908,32638909,+,FGD4,ENSG00000139132,True
12,32832233,32832234,+,DNM1L,ENSG00000087470,True
12,32908824,32908825,-,YARS2,ENSG00000139131,True
12,33049723,33049724,-,PKP2,ENSG00000057294,True
12,33592753,33592754,-,SYT10,ENSG00000110975,True
12,34175418,34175419,+,ALG10,ENSG00000139133,True
12,38710576,38710577,+,ALG10B,ENSG00000175548,True
12,39299393,39299394,-,CPNE8,ENSG00000139117,True
12,39836934,39836935,-,KIF21A,ENSG00000139116,True
12,40013608,40013609,-,ABCD2,ENSG00000173208,True
12,40019997,40019998,+,C12orf40,ENSG00000180116,True
12,40499869,40499870,-,SLC2A13,ENSG00000151229,True
12,40618802,40618803,+,LRRK2,ENSG00000188906,True
12,40787195,40787196,+,MUC19,ENSG00000205592,True
12,41086251,41086252,+,CNTN1,ENSG00000018236,True
12,41582250,41582251,+,PDZRN4,ENSG00000165966,False
12,42538688,42538689,-,GXYLT1,ENSG00000151233,True
12,42624050,42624051,+,AC020629.1,ENSG00000269367,False
12,42632037,42632038,-,YAF2,ENSG00000015153,True
12,42719905,42719906,-,ZCRB1,ENSG00000139168,True
12,42719965,42719966,+,PPHLN1,ENSG00000134283,True
12,42983547,42983548,-,PRICKLE1,ENSG00000139174,True
12,43946008,43946009,-,ADAMTS20,ENSG00000173157,True
12,44152575,44152576,-,PUS7L,ENSG00000129317,True
12,44152777,44152778,+,IRAK4,ENSG00000198001,True
12,44200124,44200125,-,TWF1,ENSG00000151239,True
12,44229881,44229882,+,TMEM117,ENSG00000139173,True
12,45270110,45270111,-,NELL2,ENSG00000184613,True
12,45444880,45444881,-,DBX2,ENSG00000185610,True
12,45609874,45609875,+,ANO6,ENSG00000177119,True
12,46123488,46123489,+,ARID2,ENSG00000189079,True
12,46384350,46384351,-,SCAF11,ENSG00000139218,True
12,46662803,46662804,-,SLC38A1,ENSG00000111371,True
12,46766557,46766558,-,SLC38A2,ENSG00000134294,True
12,47197435,47197436,-,SLC38A4,ENSG00000139209,True
12,47473386,47473387,+,PCED1B,ENSG00000179715,False
12,47473732,47473733,-,AMIGO2,ENSG00000139211,True
12,48099799,48099800,-,RPAP3,ENSG00000005175,True
12,48119272,48119273,-,ENDOU,ENSG00000111405,True
12,48152641,48152642,-,RAPGEF3,ENSG00000079337,True
12,48167012,48167013,+,SLC48A1,ENSG00000211584,True
12,48178706,48178707,+,AC004466.1,ENSG00000268069,False
12,48213672,48213673,-,HDAC7,ENSG00000061273,True
12,48298806,48298807,-,VDR,ENSG00000111424,True
12,48357368,48357369,+,TMEM106C,ENSG00000134291,True
12,48398258,48398259,-,COL2A1,ENSG00000139219,True
12,48419165,48419166,-,RP1-228P16.5,ENSG00000257955,False
12,48499852,48499853,-,SENP1,ENSG00000079387,True
12,48513131,48513132,+,PFKM,ENSG00000152556,True
12,48551287,48551288,-,ASB8,ENSG00000177981,True
12,48577420,48577421,+,C12orf68,ENSG00000177875,True
12,48592142,48592143,+,DKFZP779L1853,ENSG00000269514,True
12,48597170,48597171,-,OR10AD1,ENSG00000172640,False
12,48723092,48723093,+,H1FNT,ENSG00000187166,True
12,48744687,48744688,-,ZNF641,ENSG00000167528,True
12,48759919,48759920,+,AC024257.1,ENSG00000269282,False
12,48866448,48866449,+,ANP32D,ENSG00000139223,False
12,48876284,48876285,+,C12orf54,ENSG00000177627,True
12,48901137,48901138,+,OR8S1,ENSG00000197376,False
12,48963849,48963850,-,LALBA,ENSG00000167531,False
12,49076022,49076023,-,KANSL2,ENSG00000139620,True
12,49110512,49110513,-,CCNT1,ENSG00000129315,True
12,49121218,49121219,+,LINC00935,ENSG00000257987,False
12,49182834,49182835,-,ADCY6,ENSG00000174233,True
12,49212290,49212291,+,CACNB3,ENSG00000167535,True
12,49245924,49245925,-,DDX23,ENSG00000174243,True
12,49259651,49259652,-,RND1,ENSG00000172602,True
12,49297927,49297928,+,CCDC65,ENSG00000139537,True
12,49319287,49319288,-,FKBP11,ENSG00000134285,True
12,49333446,49333447,-,AC073610.5,ENSG00000255863,False
12,49351148,49351149,-,RP11-302B13.5,ENSG00000272822,False
12,49351255,49351256,-,ARF3,ENSG00000134287,True
12,49365546,49365547,-,WNT10B,ENSG00000169884,False
12,49374048,49374049,+,WNT1,ENSG00000125084,True
12,49393156,49393157,-,DDN,ENSG00000181418,True
12,49412560,49412561,-,PRKAG1,ENSG00000181929,True
12,49453557,49453558,-,KMT2D,ENSG00000167548,False
12,49463702,49463703,-,RHEBL1,ENSG00000167550,True
12,49488581,49488582,-,DHH,ENSG00000139549,True
12,49504476,49504477,-,LMBR1L,ENSG00000139636,True
12,49525177,49525178,-,TUBA1B,ENSG00000123416,True
12,49582856,49582857,-,TUBA1A,ENSG00000167552,True
12,49658864,49658865,+,TUBA1C,ENSG00000167553,True
12,49688929,49688930,+,PRPH,ENSG00000135406,True
12,49717050,49717051,+,TROAP,ENSG00000135451,True
12,49730990,49730991,-,C1QL4,ENSG00000186897,True
12,49740713,49740714,+,DNAJC22,ENSG00000178401,True
12,49761241,49761242,+,SPATS2,ENSG00000123352,True
12,49932831,49932832,+,KCNH3,ENSG00000135519,True
12,49961908,49961909,-,MCRS1,ENSG00000187778,True
12,49999398,49999399,-,FAM186B,ENSG00000135436,True
12,50017343,50017344,+,PRPF40B,ENSG00000110844,True
12,50101212,50101213,-,FMNL3,ENSG00000161791,True
12,50135339,50135340,+,TMBIM6,ENSG00000139644,True
12,50222195,50222196,-,NCKAP5L,ENSG00000167566,True
12,50236888,50236889,-,BCDIN3D,ENSG00000186666,True
12,50297664,50297665,-,FAIM2,ENSG00000135472,True
12,50344524,50344525,+,AQP2,ENSG00000167580,True
12,50355654,50355655,+,AQP5,ENSG00000161798,True
12,50366767,50366768,+,AQP6,ENSG00000086159,True
12,50419231,50419232,-,RACGAP1,ENSG00000161800,True
12,50451331,50451332,+,ASIC1,ENSG00000110881,False
12,50479008,50479009,+,SMARCD1,ENSG00000066117,True
12,50497793,50497794,+,GPD1,ENSG00000167588,True
12,50505762,50505763,+,COX14,ENSG00000178449,False
12,50561127,50561128,-,CERS5,ENSG00000139624,True
12,50616443,50616444,-,LIMA1,ENSG00000050405,True
12,50690489,50690490,+,AC140061.12,ENSG00000269529,False
12,50790390,50790391,-,FAM186A,ENSG00000185958,True
12,50794673,50794674,+,LARP4,ENSG00000161813,True
12,50898785,50898786,+,DIP2B,ENSG00000066084,True
12,51157864,51157865,+,ATF1,ENSG00000123268,True
12,51236718,51236719,+,TMPRSS12,ENSG00000186452,True
12,51318803,51318804,+,METTL7A,ENSG00000185432,True
12,51347705,51347706,+,HIGD1C,ENSG00000214511,False
12,51420154,51420155,-,SLC11A2,ENSG00000110911,True
12,51442115,51442116,+,LETMD1,ENSG00000050426,True
12,51477377,51477378,-,CSRNP2,ENSG00000110925,True
12,51566888,51566889,-,TFCP2,ENSG00000135457,True
12,51611835,51611836,-,POU6F1,ENSG00000184271,True
12,51619860,51619861,+,AC139768.1,ENSG00000269339,False
12,51632610,51632611,+,DAZAP2,ENSG00000183283,True
12,51664175,51664176,-,SMAGP,ENSG00000170545,True
12,51717897,51717898,-,BIN2,ENSG00000110934,True
12,51740463,51740464,-,CELA1,ENSG00000139610,False
12,51785431,51785432,-,GALNT6,ENSG00000139629,True
12,51818624,51818625,+,SLC4A8,ENSG00000050438,True
12,51985019,51985020,+,SCN8A,ENSG00000196876,True
12,52203789,52203790,+,AC068987.1,ENSG00000260415,False
12,52281887,52281888,+,ANKRD33,ENSG00000167612,True
12,52300731,52300732,+,ACVRL1,ENSG00000139567,True
12,52345490,52345491,+,ACVR1B,ENSG00000135503,True
12,52400727,52400728,+,GRASP,ENSG00000161835,True
12,52445227,52445228,+,NR4A1,ENSG00000123358,True
12,52463782,52463783,+,C12orf44,ENSG00000123395,True
12,52585798,52585799,-,KRT80,ENSG00000167767,True
12,52627028,52627029,+,KRT7,ENSG00000135480,True
12,52643042,52643043,+,KRT86,ENSG00000170442,True
12,52681928,52681929,-,KRT81,ENSG00000205426,True
12,52709128,52709129,+,AC121757.1,ENSG00000267873,False
12,52715180,52715181,-,KRT83,ENSG00000170523,True
12,52761264,52761265,-,KRT85,ENSG00000135443,True
12,52779435,52779436,-,KRT84,ENSG00000161849,True
12,52800139,52800140,-,KRT82,ENSG00000161850,False
12,52828155,52828156,-,KRT75,ENSG00000170454,True
12,52845930,52845931,-,KRT6B,ENSG00000185479,True
12,52867589,52867590,-,KRT6C,ENSG00000170465,True
12,52887041,52887042,-,KRT6A,ENSG00000205420,True
12,52914177,52914178,-,KRT5,ENSG00000186081,True
12,52922915,52922916,+,AC055736.1,ENSG00000268716,False
12,52946927,52946928,-,KRT71,ENSG00000139648,True
12,52967625,52967626,-,KRT74,ENSG00000170484,True
12,52995250,52995251,-,KRT72,ENSG00000170486,True
12,53012343,53012344,-,KRT73,ENSG00000186049,False
12,53045993,53045994,-,KRT2,ENSG00000172867,True
12,53074189,53074190,-,KRT1,ENSG00000167768,True
12,53097307,53097308,-,KRT77,ENSG00000189182,True
12,53171129,53171130,-,KRT76,ENSG00000185069,True
12,53189899,53189900,-,KRT3,ENSG00000186442,True
12,53207898,53207899,-,KRT4,ENSG00000170477,True
12,53228093,53228094,-,KRT79,ENSG00000185640,True
12,53242776,53242777,-,KRT78,ENSG00000170423,True
12,53298854,53298855,-,KRT8,ENSG00000170421,True
12,53342902,53342903,+,KRT18,ENSG00000111057,True
12,53400223,53400224,+,EIF4B,ENSG00000063046,True
12,53443828,53443829,+,TENC1,ENSG00000111077,True
12,53473163,53473164,-,SPRYD3,ENSG00000167778,True
12,53491449,53491450,+,IGFBP6,ENSG00000167779,True
12,53497287,53497288,+,SOAT2,ENSG00000167780,True
12,53574433,53574434,-,CSAD,ENSG00000139631,True
12,53574501,53574502,+,ZNF740,ENSG00000139651,True
12,53601034,53601035,-,ITGB7,ENSG00000139626,True
12,53614134,53614135,-,RARG,ENSG00000172819,True
12,53645946,53645947,+,MFSD5,ENSG00000182544,True
12,53662089,53662090,+,ESPL1,ENSG00000135476,True
12,53689334,53689335,+,PFDN5,ENSG00000123349,True
12,53693501,53693502,+,C12orf10,ENSG00000139637,True
12,53715369,53715370,-,AAAS,ENSG00000094914,True
12,53730136,53730137,-,SP7,ENSG00000170374,True
12,53773968,53773969,+,SP1,ENSG00000185591,True
12,53818887,53818888,+,AMHR2,ENSG00000135409,True
12,53835520,53835521,+,PRR13,ENSG00000205352,True
12,53845886,53845887,+,PCBP2,ENSG00000197111,True
12,53893253,53893254,-,MAP3K12,ENSG00000139625,True
12,53895097,53895098,+,TARBP2,ENSG00000139546,True
12,53901267,53901268,-,NPFF,ENSG00000139574,True
12,54019763,54019764,-,RP11-793H13.10,ENSG00000267281,False
12,54020151,54020152,-,ATF7,ENSG00000170653,True
12,54069877,54069878,-,ATP5G2,ENSG00000135390,True
12,54121234,54121235,-,CALCOCO1,ENSG00000012822,True
12,54332622,54332623,+,HOXC13,ENSG00000123364,True
12,54348674,54348675,+,HOXC12,ENSG00000123407,True
12,54366988,54366989,+,HOXC11,ENSG00000123388,True
12,54378944,54378945,+,HOXC10,ENSG00000180818,True
12,54379629,54379630,+,RP11-834C11.12,ENSG00000273049,False
12,54393921,54393922,+,HOXC9,ENSG00000180806,True
12,54402766,54402767,+,HOXC8,ENSG00000037965,True
12,54410674,54410675,+,HOXC5,ENSG00000172789,True
12,54410674,54410675,+,HOXC6,ENSG00000197757,True
12,54410674,54410675,+,HOXC4,ENSG00000198353,True
12,54582765,54582766,-,SMUG1,ENSG00000123415,True
12,54673898,54673899,-,CBX5,ENSG00000094916,True
12,54674501,54674502,+,HNRNPA1,ENSG00000135486,True
12,54694781,54694782,-,NFE2,ENSG00000123405,True
12,54718920,54718921,+,COPZ1,ENSG00000111481,True
12,54758264,54758265,-,GPR84,ENSG00000139572,True
12,54778499,54778500,-,ZNF385A,ENSG00000161642,True
12,54813013,54813014,-,ITGA5,ENSG00000161638,True
12,54867372,54867373,-,GTSF1,ENSG00000170627,True
12,54891549,54891550,+,NCKAP1L,ENSG00000123338,True
12,54943413,54943414,+,PDE1B,ENSG00000123360,True
12,54982440,54982441,-,PPP1R1A,ENSG00000135447,True
12,55028678,55028679,-,LACRT,ENSG00000135413,True
12,55042146,55042147,-,DCD,ENSG00000161634,True
12,55248297,55248298,+,MUCL1,ENSG00000172551,True
12,55378530,55378531,-,TESPA1,ENSG00000135426,False
12,55413758,55413759,+,NEUROD4,ENSG00000123307,True
12,55523465,55523466,+,OR9K2,ENSG00000170605,False
12,55614809,55614810,+,OR10A7,ENSG00000179919,False
12,55640982,55640983,+,OR6C74,ENSG00000197706,False
12,55689016,55689017,-,OR6C6,ENSG00000188324,False
12,55714346,55714347,+,OR6C1,ENSG00000205330,False
12,55725485,55725486,+,OR6C3,ENSG00000205329,False
12,55758895,55758896,+,OR6C75,ENSG00000187857,False
12,55794214,55794215,+,OR6C65,ENSG00000205328,False
12,55820038,55820039,+,OR6C76,ENSG00000185821,False
12,55845998,55845999,+,OR6C2,ENSG00000179695,False
12,55863922,55863923,-,OR6C70,ENSG00000184954,False
12,55886147,55886148,+,OR6C68,ENSG00000205327,False
12,55944983,55944984,+,OR6C4,ENSG00000179626,False
12,55968199,55968200,+,OR2AP1,ENSG00000179615,False
12,56030644,56030645,+,OR10P1,ENSG00000175398,False
12,56075522,56075523,+,METTL7B,ENSG00000170439,True
12,56101673,56101674,-,ITGA7,ENSG00000135424,True
12,56109820,56109821,+,RP11-644F5.10,ENSG00000258311,False
12,56109839,56109840,+,BLOC1S1,ENSG00000135441,True
12,56114177,56114178,+,RDH5,ENSG00000135437,True
12,56122792,56122793,-,CD63,ENSG00000135404,True
12,56136903,56136904,+,GDF11,ENSG00000135414,True
12,56211500,56211501,-,SARNP,ENSG00000205323,True
12,56211837,56211838,+,ORMDL2,ENSG00000123353,True
12,56221330,56221331,-,RP11-762I7.5,ENSG00000257390,False
12,56223335,56223336,-,DNAJC14,ENSG00000135392,True
12,56236720,56236721,-,MMP19,ENSG00000123342,True
12,56321683,56321684,-,WIBG,ENSG00000170473,True
12,56325855,56325856,+,DGKA,ENSG00000065357,True
12,56359824,56359825,-,PMEL,ENSG00000185664,True
12,56360620,56360621,+,CDK2,ENSG00000123374,True
12,56367868,56367869,+,RAB5B,ENSG00000111540,True
12,56391071,56391072,+,SUOX,ENSG00000139531,True
12,56401286,56401287,+,IKZF4,ENSG00000123411,True
12,56435713,56435714,+,RPS26,ENSG00000197728,True
12,56473966,56473967,+,ERBB3,ENSG00000065361,True
12,56495115,56495116,+,RP11-603J24.9,ENSG00000257411,False
12,56498362,56498363,+,PA2G4,ENSG00000170515,True
12,56510416,56510417,+,RPL41,ENSG00000229117,True
12,56512045,56512046,+,ZC3H10,ENSG00000135482,True
12,56522044,56522045,+,ESYT1,ENSG00000139641,True
12,56546380,56546381,+,MYL6B,ENSG00000196465,True
12,56552145,56552146,+,MYL6,ENSG00000092841,True
12,56583268,56583269,-,SMARCC2,ENSG00000139613,True
12,56615663,56615664,-,RNF41,ENSG00000181852,True
12,56615799,56615800,+,NABP2,ENSG00000139579,False
12,56623846,56623847,+,SLC39A5,ENSG00000139540,True
12,56652147,56652148,-,ANKRD52,ENSG00000139645,True
12,56660655,56660656,+,COQ10A,ENSG00000135469,True
12,56694111,56694112,-,CS,ENSG00000062485,True
12,56709816,56709817,-,CNPY2,ENSG00000257727,True
12,56709843,56709844,-,RP11-977G19.10,ENSG00000144785,False
12,56727741,56727742,-,PAN2,ENSG00000135473,True
12,56732666,56732667,+,IL23A,ENSG00000110944,True
12,56753899,56753900,-,STAT2,ENSG00000170581,True
12,56756586,56756587,-,APOF,ENSG00000175336,True
12,56843193,56843194,-,TIMELESS,ENSG00000111602,True
12,56848439,56848440,-,MIP,ENSG00000135517,True
12,56862358,56862359,+,SPRYD4,ENSG00000176422,True
12,56882166,56882167,-,GLS2,ENSG00000135423,True
12,56915604,56915605,+,RBMS2,ENSG00000076067,True
12,57024104,57024105,-,BAZ2A,ENSG00000076108,True
12,57039769,57039770,-,ATP5B,ENSG00000110955,True
12,57082071,57082072,-,PTGES3,ENSG00000110958,True
12,57119085,57119086,-,NACA,ENSG00000196531,True
12,57146122,57146123,-,PRIM1,ENSG00000198056,True
12,57157107,57157108,+,HSD17B6,ENSG00000025423,True
12,57328191,57328192,-,SDR9C7,ENSG00000170426,True
12,57351384,57351385,-,RDH16,ENSG00000139547,True
12,57388276,57388277,+,GPR182,ENSG00000166856,True
12,57390745,57390746,+,HBCBP,ENSG00000268162,False
12,57400302,57400303,-,ZBTB39,ENSG00000166860,True
12,57410312,57410313,-,TAC3,ENSG00000166863,True
12,57443906,57443907,-,MYO1A,ENSG00000166866,True
12,57472539,57472540,-,TMEM194A,ENSG00000166881,True
12,57482894,57482895,+,NAB2,ENSG00000166886,True
12,57505150,57505151,-,STAT6,ENSG00000166888,True
12,57522285,57522286,+,LRP1,ENSG00000123384,True
12,57610585,57610586,+,NXPH4,ENSG00000182379,True
12,57623504,57623505,+,SHMT2,ENSG00000182199,True
12,57630884,57630885,-,NDUFA4L2,ENSG00000185633,True
12,57644965,57644966,-,STAC3,ENSG00000185482,True
12,57690267,57690268,-,RP11-123K3.4,ENSG00000258830,False
12,57810198,57810199,+,AC126614.1,ENSG00000268367,False
12,57824786,57824787,-,R3HDM2,ENSG00000179912,True
12,57828572,57828573,+,INHBC,ENSG00000175189,True
12,57849077,57849078,+,INHBE,ENSG00000139269,True
12,57853572,57853573,+,GLI1,ENSG00000111087,True
12,57871639,57871640,-,ARHGAP9,ENSG00000123329,True
12,57881856,57881857,+,MARS,ENSG00000166986,True
12,57914295,57914296,-,DDIT3,ENSG00000175197,True
12,57916633,57916634,+,MBD6,ENSG00000166987,True
12,57940960,57940961,-,DCTN2,ENSG00000175203,True
12,57943841,57943842,+,KIF5A,ENSG00000155980,True
12,57985012,57985013,+,PIP4K2C,ENSG00000166908,True
12,57998608,57998609,+,DTX3,ENSG00000178498,True
12,58005219,58005220,+,ARHGEF25,ENSG00000240771,True
12,58013309,58013310,+,SLC26A10,ENSG00000135502,True
12,58026956,58026957,-,B4GALNT1,ENSG00000135454,True
12,58087924,58087925,+,OS9,ENSG00000135506,True
12,58120054,58120055,+,AGAP2-AS1,ENSG00000255737,False
12,58135938,58135939,-,AGAP2,ENSG00000135439,True
12,58138830,58138831,+,TSPAN31,ENSG00000135452,True
12,58146083,58146084,-,CDK4,ENSG00000135446,True
12,58148885,58148886,+,MARCH9,ENSG00000139266,True
12,58160856,58160857,-,CYP27B1,ENSG00000111012,True
12,58165890,58165891,-,METTL1,ENSG00000037897,True
12,58166396,58166397,+,METTL21B,ENSG00000123427,True
12,58166811,58166812,+,RP11-571M6.15,ENSG00000257921,False
12,58176555,58176556,+,TSFM,ENSG00000123297,True
12,58212516,58212517,-,AVIL,ENSG00000135407,True
12,58240495,58240496,-,CTDSP2,ENSG00000175215,True
12,58335318,58335319,+,XRCC6BP1,ENSG00000166896,True
12,58937907,58937908,+,RP11-362K2.2,ENSG00000258231,False
12,59314275,59314276,-,LRIG3,ENSG00000139263,True
12,59917965,59917966,-,RP11-272B17.2,ENSG00000257230,False
12,59989832,59989833,+,SLC16A7,ENSG00000118596,True
12,62653931,62653932,-,FAM19A2,ENSG00000198673,True
12,62654174,62654175,+,USP15,ENSG00000135655,True
12,62860600,62860601,+,MON2,ENSG00000061987,True
12,62997540,62997541,-,C12orf61,ENSG00000221949,True
12,63328919,63328920,-,PPM1H,ENSG00000111110,True
12,63544979,63544980,-,AVPR1A,ENSG00000166148,True
12,64062260,64062261,-,DPY19L2,ENSG00000177990,True
12,64173643,64173644,+,TMEM5,ENSG00000118600,True
12,64237882,64237883,+,SRGAP1,ENSG00000196935,True
12,64616050,64616051,-,C12orf66,ENSG00000174206,True
12,64784489,64784490,-,C12orf56,ENSG00000185306,True
12,64798358,64798359,+,XPOT,ENSG00000184575,True
12,64845906,64845907,+,TBK1,ENSG00000183735,True
12,65004261,65004262,+,RASSF3,ENSG00000153179,True
12,65090329,65090330,-,AC025262.1,ENSG00000268028,False
12,65153202,65153203,-,GNS,ENSG00000135677,True
12,65218419,65218420,+,TBC1D30,ENSG00000111490,True
12,65515091,65515092,-,WIF1,ENSG00000156076,True
12,65563351,65563352,+,LEMD3,ENSG00000174106,True
12,65672498,65672499,+,MSRB3,ENSG00000174099,True
12,66218862,66218863,+,HMGA2,ENSG00000149948,True
12,66275947,66275948,-,RP11-366L20.2,ENSG00000197301,False
12,66317967,66317968,-,AC090673.2,ENSG00000267942,False
12,66524529,66524530,-,LLPH,ENSG00000139233,True
12,66563756,66563757,-,TMBIM4,ENSG00000155957,True
12,66582998,66582999,+,IRAK3,ENSG00000090376,True
12,66696292,66696293,+,HELB,ENSG00000127311,True
12,67197966,67197967,-,GRIP1,ENSG00000155974,False
12,67663156,67663157,+,CAND1,ENSG00000111530,True
12,68042550,68042551,+,DYRK2,ENSG00000127334,True
12,68553520,68553521,-,IFNG,ENSG00000111537,True
12,68619589,68619590,-,IL26,ENSG00000111536,True
12,68647387,68647388,-,IL22,ENSG00000127318,False
12,68726084,68726085,-,MDM1,ENSG00000111554,True
12,69004662,69004663,+,RAP1B,ENSG00000127314,True
12,69080771,69080772,+,NUP107,ENSG00000111581,True
12,69139946,69139947,+,SLC35E3,ENSG00000175782,True
12,69186125,69186126,+,AC124890.1,ENSG00000251695,False
12,69201975,69201976,+,MDM2,ENSG00000135679,True
12,69326966,69326967,-,CPM,ENSG00000135678,True
12,69633353,69633354,+,CPSF6,ENSG00000111605,True
12,69742161,69742162,+,LYZ,ENSG00000090382,True
12,69753512,69753513,+,YEATS4,ENSG00000127337,True
12,69864185,69864186,+,FRS2,ENSG00000166225,True
12,69979231,69979232,+,CCT2,ENSG00000166226,True
12,70004671,70004672,-,LRRC10,ENSG00000198812,True
12,70093083,70093084,-,BEST3,ENSG00000127325,True
12,70132659,70132660,+,RAB3IP,ENSG00000127328,True
12,70195449,70195450,+,AC025263.3,ENSG00000258052,False
12,70219084,70219085,+,MYRFL,ENSG00000166268,False
12,70637219,70637220,+,CNOT2,ENSG00000111596,True
12,70760071,70760072,+,KCNMB4,ENSG00000135643,True
12,71031200,71031201,-,PTPRB,ENSG00000127329,True
12,71314488,71314489,-,PTPRR,ENSG00000153233,True
12,71512027,71512028,-,CTD-2021H9.3,ENSG00000258053,False
12,71551580,71551581,-,TSPAN8,ENSG00000127324,True
12,71833578,71833579,+,LGR5,ENSG00000139292,True
12,72056817,72056818,+,THAP2,ENSG00000173451,True
12,72057621,72057622,-,ZFC3H1,ENSG00000133858,True
12,72067984,72067985,+,RP11-293I14.2,ENSG00000258064,False
12,72079866,72079867,+,TMEM19,ENSG00000139291,True
12,72148656,72148657,+,RAB21,ENSG00000080371,True
12,72233546,72233547,+,TBC1D15,ENSG00000121749,True
12,72332625,72332626,+,TPH2,ENSG00000139287,True
12,72666163,72666164,+,TRHDE,ENSG00000072657,True
12,74931611,74931612,+,ATXN7L3B,ENSG00000253719,True
12,75603508,75603509,-,KCNC2,ENSG00000166006,True
12,75760721,75760722,+,GLIPR1L1,ENSG00000173401,True
12,75784683,75784684,-,CAPS2,ENSG00000180881,True
12,75784875,75784876,+,GLIPR1L2,ENSG00000180481,True
12,75874537,75874538,+,GLIPR1,ENSG00000139278,True
12,75905397,75905398,-,KRR1,ENSG00000111615,True
12,76425376,76425377,-,PHLDA1,ENSG00000139289,True
12,76478460,76478461,-,NAP1L1,ENSG00000187109,True
12,76742205,76742206,-,BBS10,ENSG00000179941,True
12,76953551,76953552,-,OSBPL8,ENSG00000091039,True
12,77158033,77158034,+,ZDHHC17,ENSG00000186908,True
12,77272796,77272797,-,CSRP2,ENSG00000175183,True
12,77459335,77459336,-,E2F7,ENSG00000165891,True
12,77950568,77950569,-,AC073528.1,ENSG00000268519,False
12,78334085,78334086,+,NAV3,ENSG00000067798,True
12,79258577,79258578,+,SYT1,ENSG00000067715,True
12,80084317,80084318,-,PAWR,ENSG00000177425,True
12,80198742,80198743,+,AC073569.1,ENSG00000269531,False
12,80328871,80328872,-,PPP1R12A,ENSG00000058272,True
12,80603045,80603046,+,OTOGL,ENSG00000165899,True
12,80838047,80838048,+,PTPRQ,ENSG00000139304,True
12,81101412,81101413,+,MYF6,ENSG00000111046,True
12,81110692,81110693,+,MYF5,ENSG00000111049,True
12,81331482,81331483,-,LIN7A,ENSG00000111052,True
12,81471862,81471863,+,ACSS3,ENSG00000111058,True
12,81992137,81992138,-,PPFIA2,ENSG00000139220,True
12,82752176,82752177,-,CCDC59,ENSG00000133773,True
12,82752276,82752277,+,METTL25,ENSG00000127720,False
12,83080921,83080922,+,TMTC2,ENSG00000179104,True
12,85306526,85306527,-,SLC6A15,ENSG00000072041,True
12,85430040,85430041,-,TSPAN19,ENSG00000231738,True
12,85430135,85430136,+,LRRIQ1,ENSG00000133640,True
12,85673996,85673997,+,ALX1,ENSG00000180318,True
12,86230191,86230192,-,RASSF9,ENSG00000198774,True
12,86268072,86268073,+,NTS,ENSG00000133636,True
12,86650166,86650167,-,MGAT4C,ENSG00000182050,True
12,88423173,88423174,-,C12orf50,ENSG00000165805,True
12,88429313,88429314,+,C12orf29,ENSG00000133641,True
12,88535859,88535860,-,CEP290,ENSG00000198707,True
12,88536083,88536084,+,TMTC3,ENSG00000139324,True
12,88974246,88974247,-,KITLG,ENSG00000049130,True
12,89746274,89746275,-,DUSP6,ENSG00000139318,True
12,89919807,89919808,-,GALNT4,ENSG00000257594,True
